,insert_date,name,avg_price,avg_reference_price,supermarket,reference_unit,subcategoria,category
8952,2021-03,Jamón de pavo Hacendado finas lonchas,1.4499999999999997,6.4399999999999995,mercadona-es,kg,embutidos,carniceria
8953,2021-03,Jamón gran reserva cortado a máquina,2.52,21.0,mercadona-es,kg,embutidos,carniceria
8954,2021-03,Jamón serrano Hacendado,39.0,6.0,mercadona-es,kg,embutidos,carniceria
8955,2021-03,Jamón serrano Incarlopsa,55.0,7.24,mercadona-es,kg,embutidos,carniceria
8956,2021-03,Jamón serrano Incarlopsa lonchas,3.49,14.54,mercadona-es,kg,embutidos,carniceria
8957,2021-03,Jamón serrano Incarlopsa lonchas extrafinas,2.19,18.25,mercadona-es,kg,embutidos,carniceria
8958,2021-03,Jamón serrano Incarlopsa medias lonchas,3.54,14.75,mercadona-es,kg,embutidos,carniceria
8959,2021-03,Jamón serrano cortado a máquina,2.14,17.8,mercadona-es,kg,embutidos,carniceria
8960,2021-03,Jamón serrano reserva cortado a cuchillo,3.1000000000000005,34.5,mercadona-es,kg,embutidos,carniceria
8961,2021-03,Jengibre,1.3000000000000003,6.5,mercadona-es,kg,vegetales,verduleria
8962,2021-03,Judía verde plana,159.03,3.0949999999999998,mercadona-es,kg,vegetales,verduleria
8963,2021-03,Judía verde redonda,1.8000000000000003,3.6000000000000005,mercadona-es,kg,vegetales,verduleria
8964,2021-03,Kiwi verde,0.32230769230769235,2.79,mercadona-es,kg,fruta,verduleria
8965,2021-03,Kiwis verdes,2.5900000000000003,2.5900000000000003,mercadona-es,kg,fruta,verduleria
8966,2021-03,Lacón al horno Noel lonchas,1.8900000000000001,9.45,mercadona-es,kg,embutidos,carniceria
8967,2021-03,Lacón cortado a mano Noel,3.12,12.48,mercadona-es,kg,embutidos,carniceria
8968,2021-03,Lagarto de cerdo blanco,3.45,6.9,mercadona-es,kg,cerdo,carniceria
8969,2021-03,Langostino cocido,478.2653846153846,9.591923076923077,mercadona-es,kg,marisco,pescaderia
8970,2021-03,Langostino cocido Pescanova ultracongelado,9.75,9.75,mercadona-es,kg,marisco,pescaderia
8971,2021-03,Langostino cocido y pelado Pescanova ultracongelado,3.65,18.25,mercadona-es,kg,marisco,pescaderia
8972,2021-03,Langostino crudo Pescanova ultracongelado,9.25,9.25,mercadona-es,kg,marisco,pescaderia
8973,2021-03,Langostino crudo ultracongelado,940.5,9.5,mercadona-es,kg,marisco,pescaderia
8974,2021-03,Langostino crudo y pelado Pescanova ultracongelado,3.25,16.25,mercadona-es,kg,marisco,pescaderia
8975,2021-03,Langostino en su nido Vdfoodltd congelado,4.5,15.0,mercadona-es,kg,marisco,pescaderia
8976,2021-03,Lenguado sin cabeza y sin piel,2.109230769230769,14.103846153846153,mercadona-es,kg,pescado,pescaderia
8977,2021-03,Lenguado sin limpiar,2.109230769230769,14.103846153846153,mercadona-es,kg,pescado,pescaderia
8978,2021-03,Libritos lomo de cerdo,2.68,5.950000000000001,mercadona-es,kg,cerdo,carniceria
8979,2021-03,Limas,1.4,3.49,mercadona-es,kg,fruta,verduleria
8980,2021-03,Limones,1.6853846153846155,1.6853846153846155,mercadona-es,kg,fruta,verduleria
8981,2021-03,Limón,0.3584615384615385,1.7784615384615385,mercadona-es,kg,fruta,verduleria
8982,2021-03,Lomo de bacalao salado,7.88,19.7,mercadona-es,kg,pescado,pescaderia
8983,2021-03,Lomo de cerdo adobado,3.13,6.65,mercadona-es,kg,cerdo,carniceria
8984,2021-03,Lomo de cerdo adobado familiar,5.85,6.5,mercadona-es,kg,cerdo,carniceria
8985,2021-03,Lomo de cerdo grueso,1.77,5.9,mercadona-es,kg,cerdo,carniceria
8986,2021-03,Lomo de cerdo ibérico,4.42,15.52,mercadona-es,kg,cerdo,carniceria
8987,2021-03,Lomo de cerdo ibérico adobado,3.74,17.0,mercadona-es,kg,cerdo,carniceria
8988,2021-03,Lomo de cerdo trozo,3.1599999999999997,3.95,mercadona-es,kg,cerdo,carniceria
8989,2021-03,Lomo de pavo Hacendado lonchas,1.8900000000000001,18.9,mercadona-es,kg,embutidos,carniceria
8990,2021-03,Lomo de vacuno añojo,6.700000000000001,13.400000000000002,mercadona-es,kg,vacuno,carniceria
8991,2021-03,Longaniza criollo fresca,2.73,6.5,mercadona-es,kg,embutidos,carniceria
8992,2021-03,Longaniza de pavo extra Hacendado lonchas,1.79,14.32,mercadona-es,kg,embutidos,carniceria
8993,2021-03,Longaniza de pavo imperial extra Hacendado,2.09,8.89,mercadona-es,kg,embutidos,carniceria
